repeat,subject,model,channel,MAE,RMSE,R2
0,NV041,timestamp_lstm,L Hip Sag,3.819516181945801,4.943959712982178,0.9139037728309631
0,NV041,timestamp_lstm,L Hip Fro,2.232067108154297,2.773249387741089,0.7489538192749023
0,NV041,timestamp_lstm,L Hip Tra,8.501995086669922,10.30788803100586,-0.004296302795410156
0,NV041,timestamp_lstm,L Knee Sag,4.1830830574035645,5.205049514770508,0.9177659153938293
0,NV041,timestamp_lstm,L Knee Fro,4.078213214874268,5.142059803009033,0.5432971119880676
0,NV041,timestamp_lstm,L Knee Tra,5.755589485168457,6.827212810516357,0.310604453086853
0,NV041,timestamp_lstm,L Ankle Sag,4.411710739135742,5.4417643547058105,0.6663877367973328
0,NV041,timestamp_lstm,L Ankle Fro,1.3094911575317383,1.7027536630630493,-1.0219717025756836
0,NV041,timestamp_lstm,L Ankle Tra,6.170002460479736,7.713985443115234,-0.996652364730835
0,NV041,timestamp_lstm,R Hip Sag,4.375831604003906,5.167395114898682,0.8923482298851013
0,NV041,timestamp_lstm,R Hip Fro,2.606198310852051,3.1349852085113525,0.5882540941238403
0,NV041,timestamp_lstm,R Hip Tra,5.2549729347229,6.643064022064209,0.30694031715393066
0,NV041,timestamp_lstm,R Knee Sag,4.665170669555664,6.2415452003479,0.8632970452308655
0,NV041,timestamp_lstm,R Knee Fro,4.084471702575684,4.685657978057861,0.5569596290588379
0,NV041,timestamp_lstm,R Knee Tra,3.8084616661071777,5.040398120880127,0.07488876581192017
0,NV041,timestamp_lstm,R Ankle Sag,3.106025218963623,4.29298734664917,0.7113072872161865
0,NV041,timestamp_lstm,R Ankle Fro,1.145990014076233,1.5835570096969604,0.20794057846069336
0,NV041,timestamp_lstm,R Ankle Tra,4.848085403442383,5.891049861907959,0.29931092262268066
0,NV046,timestamp_lstm,L Hip Sag,3.0647425651550293,3.7841737270355225,0.933160126209259
0,NV046,timestamp_lstm,L Hip Fro,2.457838296890259,2.958573341369629,0.33534544706344604
0,NV046,timestamp_lstm,L Hip Tra,5.926501274108887,7.328936576843262,-5.738733768463135
0,NV046,timestamp_lstm,L Knee Sag,6.6745524406433105,8.607932090759277,0.8215727806091309
0,NV046,timestamp_lstm,L Knee Fro,1.643208384513855,2.1946897506713867,0.2644714117050171
0,NV046,timestamp_lstm,L Knee Tra,5.582403182983398,6.666512489318848,0.07723325490951538
0,NV046,timestamp_lstm,L Ankle Sag,2.384106397628784,2.7636337280273438,0.8890817761421204
0,NV046,timestamp_lstm,L Ankle Fro,0.7798815369606018,0.9088124632835388,-0.6321367025375366
0,NV046,timestamp_lstm,L Ankle Tra,4.045688152313232,4.6851606369018555,-0.45697152614593506
0,NV046,timestamp_lstm,R Hip Sag,5.2095136642456055,6.434242248535156,0.7767435312271118
0,NV046,timestamp_lstm,R Hip Fro,3.6192750930786133,3.8635687828063965,-0.23877036571502686
0,NV046,timestamp_lstm,R Hip Tra,2.172457456588745,2.774169683456421,-0.20134413242340088
0,NV046,timestamp_lstm,R Knee Sag,5.850433826446533,6.848656177520752,0.846207857131958
0,NV046,timestamp_lstm,R Knee Fro,1.619699478149414,1.93003511428833,0.6410301327705383
0,NV046,timestamp_lstm,R Knee Tra,5.221185207366943,6.013139724731445,-0.8815152645111084
0,NV046,timestamp_lstm,R Ankle Sag,5.2196245193481445,6.261163234710693,0.30211812257766724
0,NV046,timestamp_lstm,R Ankle Fro,0.4943743348121643,0.5786039233207703,-1.3036375045776367
0,NV046,timestamp_lstm,R Ankle Tra,2.2758758068084717,2.720154047012329,0.3423227071762085
0,NV041,pv_lstm,L Hip Sag,3.6653525829315186,4.58985710144043,0.9257950782775879
0,NV041,pv_lstm,L Hip Fro,2.345172882080078,2.9276790618896484,0.7202160954475403
0,NV041,pv_lstm,L Hip Tra,7.261080741882324,9.207460403442383,0.19868707656860352
0,NV041,pv_lstm,L Knee Sag,4.070835113525391,4.920349597930908,0.9265158176422119
0,NV041,pv_lstm,L Knee Fro,3.8830089569091797,4.622483253479004,0.6309287548065186
0,NV041,pv_lstm,L Knee Tra,5.706329345703125,6.757881164550781,0.3245352506637573
0,NV041,pv_lstm,L Ankle Sag,4.332221984863281,5.459962368011475,0.6641527414321899
