repeat,subject,model,phase,MAE
4,NV033,pv_lstm,Mid Stance,3.6719878365596137
4,NV033,pv_lstm,Terminal Stance,4.132271054718229
4,NV033,pv_lstm,Pre- Swing,5.547077506780624
4,NV033,pv_lstm,Initial Swing,6.649942715962728
4,NV033,pv_lstm,Mid Swing,6.343359412418471
4,NV033,pv_lstm,Terminal Swing,4.957156032323837
4,NV039,pv_lstm,Loading Response,5.113515032662286
4,NV039,pv_lstm,Mid Stance,5.0984583927525415
4,NV039,pv_lstm,Terminal Stance,3.9597982035742865
4,NV039,pv_lstm,Pre- Swing,5.012151261170705
4,NV039,pv_lstm,Initial Swing,5.46022281381819
4,NV039,pv_lstm,Mid Swing,5.980044288767709
4,NV039,pv_lstm,Terminal Swing,6.491495503319634
4,NV033,timestamp_cnn,Loading Response,3.211174540221691
4,NV033,timestamp_cnn,Mid Stance,3.1889055718978248
4,NV033,timestamp_cnn,Terminal Stance,3.2678837262921863
4,NV033,timestamp_cnn,Pre- Swing,5.0104736884435015
4,NV033,timestamp_cnn,Initial Swing,7.39995582236184
4,NV033,timestamp_cnn,Mid Swing,6.074200434817208
4,NV033,timestamp_cnn,Terminal Swing,3.6189467766218715
4,NV039,timestamp_cnn,Loading Response,4.7313113411267596
4,NV039,timestamp_cnn,Mid Stance,5.379661699136098
4,NV039,timestamp_cnn,Terminal Stance,5.054761899842156
4,NV039,timestamp_cnn,Pre- Swing,6.383692377143436
4,NV039,timestamp_cnn,Initial Swing,7.2067908810244665
4,NV039,timestamp_cnn,Mid Swing,6.431112322542402
4,NV039,timestamp_cnn,Terminal Swing,5.815731353229946
4,NV033,pv_cnn,Loading Response,3.5158382140927844
4,NV033,pv_cnn,Mid Stance,3.2060513297716775
4,NV033,pv_cnn,Terminal Stance,2.5353899184200497
4,NV033,pv_cnn,Pre- Swing,4.441157700286971
4,NV033,pv_cnn,Initial Swing,8.49190335141288
4,NV033,pv_cnn,Mid Swing,6.500251665711403
4,NV033,pv_cnn,Terminal Swing,4.258569719062911
4,NV039,pv_cnn,Loading Response,4.671889649497138
4,NV039,pv_cnn,Mid Stance,5.073990980784099
4,NV039,pv_cnn,Terminal Stance,4.261906961599986
4,NV039,pv_cnn,Pre- Swing,5.499152210023668
4,NV039,pv_cnn,Initial Swing,6.750331547525194
4,NV039,pv_cnn,Mid Swing,6.140919890668657
4,NV039,pv_cnn,Terminal Swing,6.114855011304219
5,NV031,timestamp_lstm,Loading Response,5.797990247607231
5,NV031,timestamp_lstm,Mid Stance,6.367595894469155
5,NV031,timestamp_lstm,Terminal Stance,6.6549430969688625
5,NV031,timestamp_lstm,Pre- Swing,9.187066614627838
5,NV031,timestamp_lstm,Initial Swing,11.656740678681267
5,NV031,timestamp_lstm,Mid Swing,9.529520673884285
5,NV031,timestamp_lstm,Terminal Swing,5.990056862433751
5,NV038,timestamp_lstm,Loading Response,3.8344662884871163
5,NV038,timestamp_lstm,Mid Stance,3.005136302775807
5,NV038,timestamp_lstm,Terminal Stance,3.1702380643950567
5,NV038,timestamp_lstm,Pre- Swing,4.070809397432539
5,NV038,timestamp_lstm,Initial Swing,6.8544401791360645
5,NV038,timestamp_lstm,Mid Swing,7.084063755141364
5,NV038,timestamp_lstm,Terminal Swing,4.973534259531233
5,NV031,pv_lstm,Loading Response,5.6893146269851265
5,NV031,pv_lstm,Mid Stance,6.134277284145355
5,NV031,pv_lstm,Terminal Stance,6.190497663285997
5,NV031,pv_lstm,Pre- Swing,8.648276130358378
5,NV031,pv_lstm,Initial Swing,9.577934308184517
5,NV031,pv_lstm,Mid Swing,9.024709757831362
5,NV031,pv_lstm,Terminal Swing,6.696280982759264
5,NV038,pv_lstm,Loading Response,4.505675216515859
5,NV038,pv_lstm,Mid Stance,3.9695412549707623
5,NV038,pv_lstm,Terminal Stance,3.544907377825843
5,NV038,pv_lstm,Pre- Swing,5.009868211216396
5,NV038,pv_lstm,Initial Swing,6.9287996424569025
5,NV038,pv_lstm,Mid Swing,6.80524288283454
5,NV038,pv_lstm,Terminal Swing,5.245027879873912
5,NV031,timestamp_cnn,Loading Response,6.487928046120538
5,NV031,timestamp_cnn,Mid Stance,5.907991346385744
5,NV031,timestamp_cnn,Terminal Stance,6.152973433335622
5,NV031,timestamp_cnn,Pre- Swing,8.710719366868338
5,NV031,timestamp_cnn,Initial Swing,9.626830259958902
5,NV031,timestamp_cnn,Mid Swing,9.301575786537594
5,NV031,timestamp_cnn,Terminal Swing,6.587290214167701
5,NV038,timestamp_cnn,Loading Response,4.723751975430383
5,NV038,timestamp_cnn,Mid Stance,3.814886702431573
5,NV038,timestamp_cnn,Terminal Stance,3.36198118991322
5,NV038,timestamp_cnn,Pre- Swing,4.3211444814999895
5,NV038,timestamp_cnn,Initial Swing,6.089613444275326
5,NV038,timestamp_cnn,Mid Swing,6.328810764683618
5,NV038,timestamp_cnn,Terminal Swing,5.251844863096873
5,NV031,pv_cnn,Loading Response,5.851359539561802
5,NV031,pv_cnn,Mid Stance,6.233690535028775
5,NV031,pv_cnn,Terminal Stance,6.885791209008959
5,NV031,pv_cnn,Pre- Swing,8.19546808799108
5,NV031,pv_cnn,Initial Swing,8.545914769172668
5,NV031,pv_cnn,Mid Swing,7.585229380263223
5,NV031,pv_cnn,Terminal Swing,5.594957123200099
5,NV038,pv_cnn,Loading Response,4.562735921806759
5,NV038,pv_cnn,Mid Stance,3.7125260796811848
5,NV038,pv_cnn,Terminal Stance,3.0857761005560556
5,NV038,pv_cnn,Pre- Swing,3.961428619093365
5,NV038,pv_cnn,Initial Swing,6.264795925882128
5,NV038,pv_cnn,Mid Swing,6.581662899918026
5,NV038,pv_cnn,Terminal Swing,5.8211850225925446
