repeat,subject,model,MAE,RMSE,R2,sag_MAE,sag_RMSE,sag_R2
0,NV041,timestamp_lstm,4.130937576293945,5.1521430015563965,0.36551332473754883,4.0935564041137695,5.215450286865234,0.8275015950202942
0,NV046,timestamp_lstm,3.568964719772339,4.295675754547119,-0.17910122871398926,4.733829021453857,5.783299922943115,0.7614806294441223
0,NV041,pv_lstm,3.927825927734375,4.967400550842285,0.45475345849990845,4.111700534820557,5.330984592437744,0.8111446499824524
0,NV046,pv_lstm,3.4606430530548096,4.211793422698975,-0.28880125284194946,4.454728126525879,5.402416229248047,0.824120283126831
0,NV041,timestamp_cnn,3.863205909729004,4.825303554534912,0.45298460125923157,4.006916522979736,5.105286121368408,0.8258768916130066
0,NV046,timestamp_cnn,2.996650218963623,3.537503957748413,0.1700676530599594,3.78436279296875,4.529354095458984,0.8637499809265137
0,NV041,pv_cnn,4.13492488861084,5.161640644073486,0.39084863662719727,4.2094244956970215,5.400659561157227,0.8091180920600891
0,NV046,pv_cnn,3.093970537185669,3.676607370376587,0.1397346705198288,4.157402992248535,4.982908725738525,0.8270890712738037
1,NV042,timestamp_lstm,4.2095770835876465,5.119794845581055,-0.09194225817918777,4.095007419586182,5.178714752197266,0.8190200924873352
1,NV043,timestamp_lstm,5.097408294677734,6.304681301116943,-0.7204243540763855,5.776981353759766,7.387801647186279,0.7030167579650879
1,NV042,pv_lstm,4.35725212097168,5.401225566864014,-0.1499556452035904,4.772662162780762,6.022468090057373,0.7561814188957214
1,NV043,pv_lstm,4.984889507293701,6.177231788635254,-0.6406518816947937,5.948244094848633,7.513418674468994,0.6779780387878418
1,NV042,timestamp_cnn,4.152665615081787,5.089425086975098,-0.13626544177532196,4.186413764953613,5.3187127113342285,0.8335387706756592
1,NV043,timestamp_cnn,4.999905109405518,5.984344959259033,-0.6153461933135986,5.952596664428711,7.240482330322266,0.7539499402046204
1,NV042,pv_cnn,4.080256938934326,4.994777202606201,0.08495787531137466,4.592441082000732,5.611894607543945,0.8280728459358215
1,NV043,pv_cnn,4.941911220550537,5.845499038696289,-0.7900847792625427,5.703028202056885,6.87019681930542,0.7666724324226379
2,NV037,timestamp_lstm,7.632847309112549,8.547952651977539,-2.421200752258301,8.477923393249512,10.006672859191895,0.4150051772594452
2,NV044,timestamp_lstm,5.763282775878906,6.920816421508789,-2.302654504776001,7.640316486358643,10.032759666442871,0.30631890892982483
2,NV037,pv_lstm,7.374876022338867,8.328060150146484,-2.4046928882598877,7.713629245758057,9.27076244354248,0.5045021176338196
2,NV044,pv_lstm,5.844354629516602,7.008270740509033,-1.7551075220108032,8.288106918334961,10.608721733093262,0.1941734105348587
2,NV037,timestamp_cnn,7.358163833618164,8.27238941192627,-2.0886623859405518,8.106810569763184,9.6448392868042,0.45959267020225525
2,NV044,timestamp_cnn,5.002826690673828,5.728938102722168,-1.7843518257141113,5.822620868682861,6.9016499519348145,0.6310531497001648
2,NV037,pv_cnn,7.126378536224365,8.125349998474121,-2.1237971782684326,7.631664276123047,9.375264167785645,0.45751437544822693
2,NV044,pv_cnn,4.698575973510742,5.37594747543335,-1.8452544212341309,5.025216579437256,5.969933986663818,0.7091555595397949
3,NV036,timestamp_lstm,4.508981704711914,5.340912818908691,-1.1443923711776733,4.893284320831299,6.063468933105469,0.6369608044624329
3,NV045,timestamp_lstm,4.183469295501709,5.0080885887146,0.2497595101594925,5.200965881347656,6.248179912567139,0.7566907405853271
3,NV036,pv_lstm,4.013616561889648,4.883936405181885,-0.9771069288253784,4.357475757598877,5.600474834442139,0.6881334185600281
3,NV045,pv_lstm,4.410523891448975,5.431954860687256,0.1754446178674698,6.267548084259033,7.553494930267334,0.6693359017372131
3,NV036,timestamp_cnn,3.777970314025879,4.489234447479248,-0.8528531789779663,3.1998417377471924,4.255337238311768,0.8094163537025452
3,NV045,timestamp_cnn,3.6844804286956787,4.502813339233398,0.3363945782184601,4.5467424392700195,5.420938968658447,0.8119550347328186
3,NV036,pv_cnn,4.08006477355957,4.740906715393066,-1.203589916229248,3.8343923091888428,4.722272872924805,0.7551050782203674
3,NV045,pv_cnn,3.951216697692871,4.77987813949585,0.34551048278808594,5.101320743560791,6.1116156578063965,0.7723392844200134
4,NV033,timestamp_lstm,4.853860855102539,5.861541748046875,-0.3899068832397461,8.252413749694824,9.791613578796387,0.5468500256538391
4,NV039,timestamp_lstm,5.660960674285889,6.7389020919799805,-2.9749300479888916,5.588033676147461,7.228268146514893,0.6947593092918396
4,NV033,pv_lstm,4.897594928741455,5.936643123626709,-0.5949501395225525,7.89356803894043,9.216926574707031,0.6137212514877319
4,NV039,pv_lstm,5.1727824211120605,6.174938678741455,-2.457977294921875,5.024714469909668,6.364583492279053,0.7493906021118164
4,NV033,timestamp_cnn,4.377139091491699,5.346295356750488,0.04263808950781822,6.924587726593018,8.41458797454834,0.6556031703948975
4,NV039,timestamp_cnn,5.747875213623047,6.7866411209106445,-2.7087302207946777,6.223007678985596,7.879953384399414,0.6983256936073303
4,NV033,pv_cnn,4.52435302734375,5.688200950622559,0.03154553472995758,7.649553298950195,9.564078330993652,0.6054581999778748
4,NV039,pv_cnn,5.360395431518555,6.392662048339844,-2.13940167427063,5.520843505859375,7.181667327880859,0.7344250679016113
5,NV031,timestamp_lstm,7.709994792938232,9.182905197143555,-1.6731512546539307,8.479103088378906,10.928126335144043,0.5148550868034363
5,NV038,timestamp_lstm,4.541223049163818,5.612854480743408,-0.7312525510787964,4.247293949127197,5.395479679107666,0.6614366173744202
5,NV031,pv_lstm,7.251279830932617,8.489435195922852,-1.7859636545181274,6.780202388763428,8.695677757263184,0.6496368646621704
5,NV038,pv_lstm,4.990044593811035,5.875632286071777,-1.3451064825057983,4.502253532409668,5.376804828643799,0.6161641478538513
5,NV031,timestamp_cnn,7.285551071166992,8.466594696044922,-1.2763954401016235,8.731986045837402,10.06241512298584,0.551172137260437
5,NV038,timestamp_cnn,4.698542594909668,5.57184362411499,-1.2744961977005005,3.559375047683716,4.381127834320068,0.7620490193367004
5,NV031,pv_cnn,6.894208908081055,8.054668426513672,-0.9419159293174744,9.096888542175293,10.4059419631958,0.42228731513023376
5,NV038,pv_cnn,4.706655979156494,5.6085286140441895,-1.1257926225662231,3.7087514400482178,4.6548027992248535,0.7154567837715149
