repeat,subject,model,phase,MAE
4,NV042,timestamp_lstm,Terminal Swing,3.7549984405438104
4,NV033,pv_lstm,Loading Response,3.224727306101057
4,NV033,pv_lstm,Mid Stance,2.8302529934379788
4,NV033,pv_lstm,Terminal Stance,2.4175302849875555
4,NV033,pv_lstm,Pre- Swing,3.1548646456665463
4,NV033,pv_lstm,Initial Swing,4.171905712948905
4,NV033,pv_lstm,Mid Swing,4.22363696495692
4,NV033,pv_lstm,Terminal Swing,4.17222576836745
4,NV042,pv_lstm,Loading Response,3.4074545800685883
4,NV042,pv_lstm,Mid Stance,2.5370132591989307
4,NV042,pv_lstm,Terminal Stance,1.9760762883557215
4,NV042,pv_lstm,Pre- Swing,3.228274252679613
4,NV042,pv_lstm,Initial Swing,3.802110403776169
4,NV042,pv_lstm,Mid Swing,2.5719720953040652
4,NV042,pv_lstm,Terminal Swing,3.8892011129193835
4,NV033,timestamp_cnn,Loading Response,3.375995248556137
4,NV033,timestamp_cnn,Mid Stance,2.732054301434093
4,NV033,timestamp_cnn,Terminal Stance,3.569287485546536
4,NV033,timestamp_cnn,Pre- Swing,5.537052209178607
4,NV033,timestamp_cnn,Initial Swing,6.061492370234595
4,NV033,timestamp_cnn,Mid Swing,5.706930210192998
4,NV033,timestamp_cnn,Terminal Swing,4.638796190420787
4,NV042,timestamp_cnn,Loading Response,3.720978604422675
4,NV042,timestamp_cnn,Mid Stance,3.0267569389608173
4,NV042,timestamp_cnn,Terminal Stance,3.281410720613268
4,NV042,timestamp_cnn,Pre- Swing,4.639570070637597
4,NV042,timestamp_cnn,Initial Swing,4.609612339072758
4,NV042,timestamp_cnn,Mid Swing,2.916341698831982
4,NV042,timestamp_cnn,Terminal Swing,3.819952704840236
4,NV033,pv_cnn,Loading Response,3.6399791787068048
4,NV033,pv_cnn,Mid Stance,3.5520078208711414
4,NV033,pv_cnn,Terminal Stance,3.576639688677258
4,NV033,pv_cnn,Pre- Swing,4.415020606584019
4,NV033,pv_cnn,Initial Swing,6.110780104994774
4,NV033,pv_cnn,Mid Swing,6.10215496023496
4,NV033,pv_cnn,Terminal Swing,4.7504940529664355
4,NV042,pv_cnn,Loading Response,3.568503929509057
4,NV042,pv_cnn,Mid Stance,2.737517770793703
4,NV042,pv_cnn,Terminal Stance,3.582251356707679
4,NV042,pv_cnn,Pre- Swing,4.952074739668104
4,NV042,pv_cnn,Initial Swing,4.818450960848066
4,NV042,pv_cnn,Mid Swing,3.0385424726539187
4,NV042,pv_cnn,Terminal Swing,3.9655494872066708
