repeat,subject,model,phase,MAE
2,NV044,timestamp_cnn,Mid Stance,3.8700240519311695
2,NV044,timestamp_cnn,Terminal Stance,4.482856386237675
2,NV044,timestamp_cnn,Pre- Swing,5.337417642275493
2,NV044,timestamp_cnn,Initial Swing,5.806767488519351
2,NV044,timestamp_cnn,Mid Swing,6.191400766372681
2,NV044,timestamp_cnn,Terminal Swing,5.554776946703593
2,NV046,timestamp_cnn,Loading Response,2.8955902026759253
2,NV046,timestamp_cnn,Mid Stance,3.223061447342237
2,NV046,timestamp_cnn,Terminal Stance,3.0811470796664557
2,NV046,timestamp_cnn,Pre- Swing,2.9835205376148224
2,NV046,timestamp_cnn,Initial Swing,3.185859031147427
2,NV046,timestamp_cnn,Mid Swing,2.907542646759086
2,NV046,timestamp_cnn,Terminal Swing,2.651316609647539
2,NV044,pv_cnn,Loading Response,5.153465903467602
2,NV044,pv_cnn,Mid Stance,4.297697027524312
2,NV044,pv_cnn,Terminal Stance,4.454654723405838
2,NV044,pv_cnn,Pre- Swing,5.036421298980713
2,NV044,pv_cnn,Initial Swing,4.922679157720672
2,NV044,pv_cnn,Mid Swing,5.671627047989103
2,NV044,pv_cnn,Terminal Swing,5.432931039068434
2,NV046,pv_cnn,Loading Response,3.168862185544438
2,NV046,pv_cnn,Mid Stance,2.912671829263369
2,NV046,pv_cnn,Terminal Stance,2.80219909383191
2,NV046,pv_cnn,Pre- Swing,2.8481046342187457
2,NV046,pv_cnn,Initial Swing,2.5550953067011304
2,NV046,pv_cnn,Mid Swing,3.5607625825537577
2,NV046,pv_cnn,Terminal Swing,2.407742010222541
3,NV036,timestamp_lstm,Loading Response,3.1866473886701794
3,NV036,timestamp_lstm,Mid Stance,3.6703197260697684
3,NV036,timestamp_lstm,Terminal Stance,3.36010522974862
3,NV036,timestamp_lstm,Pre- Swing,5.220804307195875
3,NV036,timestamp_lstm,Initial Swing,5.324248549011019
3,NV036,timestamp_lstm,Mid Swing,5.840163886547089
3,NV036,timestamp_lstm,Terminal Swing,4.272450672255622
3,NV045,timestamp_lstm,Loading Response,3.819563779566023
3,NV045,timestamp_lstm,Mid Stance,3.756614304251141
3,NV045,timestamp_lstm,Terminal Stance,3.8369546400176153
3,NV045,timestamp_lstm,Pre- Swing,6.073545691039827
3,NV045,timestamp_lstm,Initial Swing,4.2987726661894055
3,NV045,timestamp_lstm,Mid Swing,4.532306055227916
3,NV045,timestamp_lstm,Terminal Swing,3.2885709471172757
3,NV036,pv_lstm,Loading Response,3.9532300697432623
3,NV036,pv_lstm,Mid Stance,3.719460255569882
3,NV036,pv_lstm,Terminal Stance,3.765775352716446
3,NV036,pv_lstm,Pre- Swing,5.357736123932733
3,NV036,pv_lstm,Initial Swing,6.104419373803669
3,NV036,pv_lstm,Mid Swing,5.2866307232115
3,NV036,pv_lstm,Terminal Swing,4.775881270567576
3,NV045,pv_lstm,Loading Response,4.074135121372011
3,NV045,pv_lstm,Mid Stance,3.843032028939989
3,NV045,pv_lstm,Terminal Stance,4.257015701797274
3,NV045,pv_lstm,Pre- Swing,6.942128277487225
3,NV045,pv_lstm,Initial Swing,4.252617369095485
3,NV045,pv_lstm,Mid Swing,4.29746816224522
3,NV045,pv_lstm,Terminal Swing,3.455081433057785
3,NV036,timestamp_cnn,Loading Response,3.1460780600706735
3,NV036,timestamp_cnn,Mid Stance,3.1144566569063397
3,NV036,timestamp_cnn,Terminal Stance,3.6023698680930667
3,NV036,timestamp_cnn,Pre- Swing,5.143503983815511
3,NV036,timestamp_cnn,Initial Swing,4.969630622201496
3,NV036,timestamp_cnn,Mid Swing,4.933424254258473
3,NV036,timestamp_cnn,Terminal Swing,3.8256484866142273
3,NV045,timestamp_cnn,Loading Response,3.453716735045115
3,NV045,timestamp_cnn,Mid Stance,2.805939962466558
3,NV045,timestamp_cnn,Terminal Stance,3.6413775053289203
3,NV045,timestamp_cnn,Pre- Swing,5.330120497279697
3,NV045,timestamp_cnn,Initial Swing,3.959667182630963
3,NV045,timestamp_cnn,Mid Swing,4.166395347979334
3,NV045,timestamp_cnn,Terminal Swing,3.484993585281902
3,NV036,pv_cnn,Loading Response,3.7599280609024897
3,NV036,pv_cnn,Mid Stance,3.6694554885228476
3,NV036,pv_cnn,Terminal Stance,3.616233537594477
3,NV036,pv_cnn,Pre- Swing,4.998214009735319
3,NV036,pv_cnn,Initial Swing,6.424516081809998
3,NV036,pv_cnn,Mid Swing,4.589982426828808
3,NV036,pv_cnn,Terminal Swing,3.8489829301834106
3,NV045,pv_cnn,Loading Response,3.4929095920589237
3,NV045,pv_cnn,Mid Stance,2.9204738818936877
