repeat,subject,model,MAE,RMSE,R2,sag_MAE,sag_RMSE,sag_R2
2,NV033,timestamp_lstm,4.476203441619873,5.432425498962402,-0.16759231686592102,7.287932872772217,8.765854835510254,0.6453256011009216
2,NV044,timestamp_lstm,4.5468902587890625,5.300450801849365,-1.4632288217544556,4.43936014175415,5.513787746429443,0.7366454005241394
2,NV033,pv_lstm,4.22169303894043,5.304916858673096,0.1597101390361786,7.345350742340088,9.059803009033203,0.6194964647293091
2,NV044,pv_lstm,4.949596405029297,5.792184829711914,-1.5849275588989258,5.425172328948975,6.674045562744141,0.6627083420753479
2,NV033,timestamp_cnn,4.142030715942383,4.971529006958008,-0.1882724016904831,6.483423709869385,7.62913703918457,0.6879895329475403
2,NV044,timestamp_cnn,4.711779594421387,5.381376266479492,-1.6021488904953003,4.846238613128662,5.781831741333008,0.7411416172981262
2,NV033,pv_cnn,4.291604995727539,5.170572280883789,-0.03073868528008461,6.678260803222656,7.985315799713135,0.7146170139312744
2,NV044,pv_cnn,4.631185054779053,5.365307807922363,-1.6710772514343262,4.396160125732422,5.558536052703857,0.7601847648620605
3,NV038,timestamp_lstm,8.128745079040527,9.17859172821045,-3.262807846069336,8.717995643615723,10.260727882385254,-0.22452358901500702
3,NV045,timestamp_lstm,3.9902873039245605,4.788196086883545,0.24745532870292664,4.691523551940918,5.599740982055664,0.7935071587562561
3,NV038,pv_lstm,6.78832483291626,7.721499919891357,-2.539900541305542,5.925415515899658,7.015573024749756,0.2696574926376343
3,NV045,pv_lstm,4.032182693481445,4.814984321594238,0.29014143347740173,4.9614481925964355,5.824199199676514,0.7842192053794861
3,NV038,timestamp_cnn,5.832001209259033,6.741788864135742,-1.9921908378601074,4.352198123931885,5.330794811248779,0.5972614884376526
3,NV045,timestamp_cnn,3.8563907146453857,4.73145866394043,0.36791738867759705,5.15701961517334,6.2607574462890625,0.7749166488647461
3,NV038,pv_cnn,5.7605881690979,6.731803894042969,-1.9460854530334473,4.244401454925537,5.129461765289307,0.7264895439147949
3,NV045,pv_cnn,3.787015676498413,4.621671199798584,0.3455737829208374,4.703372478485107,5.749744892120361,0.8044373989105225
4,NV031,timestamp_lstm,8.204364776611328,9.673181533813477,-2.282031774520874,8.21587085723877,10.764859199523926,0.5296034216880798
4,NV039,timestamp_lstm,6.608479976654053,7.818275451660156,-2.1636781692504883,8.962388038635254,11.235053062438965,0.349316269159317
4,NV031,pv_lstm,8.609429359436035,10.306232452392578,-2.886841297149658,8.24640941619873,11.413617134094238,0.35389280319213867
4,NV039,pv_lstm,6.200133800506592,7.460592269897461,-2.2103323936462402,7.989110946655273,10.154659271240234,0.46598950028419495
4,NV031,timestamp_cnn,7.860532283782959,9.085716247558594,-1.7982515096664429,9.691277503967285,11.485909461975098,0.3620295524597168
4,NV039,timestamp_cnn,5.316380500793457,6.198118209838867,-2.075420618057251,5.715567111968994,7.066556930541992,0.7400798201560974
4,NV031,pv_cnn,7.333743572235107,8.552716255187988,-1.5752453804016113,8.327260971069336,9.735699653625488,0.4944203794002533
4,NV039,pv_cnn,5.923130035400391,6.85931921005249,-2.484935760498047,5.745790958404541,7.319141864776611,0.6667485237121582
5,NV037,timestamp_lstm,7.7483673095703125,8.800774574279785,-3.4584290981292725,7.638982772827148,9.468554496765137,0.48266497254371643
5,NV046,timestamp_lstm,3.6890618801116943,4.502374172210693,-0.4019567370414734,4.458669185638428,5.356301784515381,0.7976946234703064
5,NV037,pv_lstm,7.386495590209961,8.494540214538574,-2.1135950088500977,8.747157096862793,10.578889846801758,0.32209524512290955
5,NV046,pv_lstm,3.537644386291504,4.3792314529418945,-0.2561603784561157,5.149487018585205,6.143204212188721,0.7414446473121643
5,NV037,timestamp_cnn,7.952669620513916,8.973185539245605,-2.447082042694092,9.328536987304688,11.339366912841797,0.25081825256347656
5,NV046,timestamp_cnn,3.2391343116760254,3.8172616958618164,0.21438255906105042,4.893077373504639,5.701928615570068,0.7691385746002197
5,NV037,pv_cnn,7.206633567810059,8.211082458496094,-2.001028299331665,8.909826278686523,10.494723320007324,0.2913711965084076
5,NV046,pv_cnn,3.0270304679870605,3.5953598022460938,0.341226726770401,4.879978179931641,5.647406101226807,0.7684502005577087
