repeat,subject,model,channel,MAE,RMSE,R2
0,NV036,timestamp_lstm,L Hip Sag,2.968701124191284,3.6334915161132812,0.9452344179153442
0,NV036,timestamp_lstm,L Hip Fro,3.2488555908203125,3.4737327098846436,0.13063371181488037
0,NV036,timestamp_lstm,L Hip Tra,7.147825241088867,7.731385707855225,-1.4779071807861328
0,NV036,timestamp_lstm,L Knee Sag,5.671813488006592,6.837869644165039,0.8642867803573608
0,NV036,timestamp_lstm,L Knee Fro,2.3509929180145264,3.0101194381713867,0.8511363863945007
0,NV036,timestamp_lstm,L Knee Tra,5.204457759857178,6.199302673339844,-1.3982837200164795
0,NV036,timestamp_lstm,L Ankle Sag,5.388253688812256,6.272830009460449,0.08110308647155762
0,NV036,timestamp_lstm,L Ankle Fro,1.5332392454147339,1.6396011114120483,-11.352794647216797
0,NV036,timestamp_lstm,L Ankle Tra,9.363520622253418,9.813111305236816,-11.422472953796387
0,NV036,timestamp_lstm,R Hip Sag,4.297253608703613,5.22569465637207,0.8761802315711975
0,NV036,timestamp_lstm,R Hip Fro,6.280189037322998,6.556777000427246,-1.7968053817749023
0,NV036,timestamp_lstm,R Hip Tra,4.684235572814941,5.175412178039551,0.10644453763961792
0,NV036,timestamp_lstm,R Knee Sag,6.100734233856201,7.478306770324707,0.844456672668457
0,NV036,timestamp_lstm,R Knee Fro,3.6469414234161377,5.156991958618164,0.4929325580596924
0,NV036,timestamp_lstm,R Knee Tra,7.258823394775391,8.083653450012207,-3.0856857299804688
0,NV036,timestamp_lstm,R Ankle Sag,2.6365363597869873,3.261047124862671,0.7869971990585327
0,NV036,timestamp_lstm,R Ankle Fro,0.4686310291290283,0.5798506736755371,-0.02041471004486084
0,NV036,timestamp_lstm,R Ankle Tra,4.002101898193359,4.725279331207275,-0.8277163505554199
0,NV041,timestamp_lstm,L Hip Sag,4.445347309112549,5.4912590980529785,0.8937868475914001
0,NV041,timestamp_lstm,L Hip Fro,2.4771640300750732,3.1067166328430176,0.6849503517150879
0,NV041,timestamp_lstm,L Hip Tra,7.661599636077881,8.782710075378418,0.27091264724731445
0,NV041,timestamp_lstm,L Knee Sag,4.616964817047119,5.766978740692139,0.8990517854690552
0,NV041,timestamp_lstm,L Knee Fro,4.20131254196167,5.3980326652526855,0.4966958165168762
0,NV041,timestamp_lstm,L Knee Tra,6.871209621429443,8.425931930541992,-0.050067901611328125
0,NV041,timestamp_lstm,L Ankle Sag,3.5251221656799316,4.474365711212158,0.7744590044021606
0,NV041,timestamp_lstm,L Ankle Fro,1.7648594379425049,2.234483242034912,-2.481975793838501
0,NV041,timestamp_lstm,L Ankle Tra,9.481429100036621,11.179621696472168,-3.193716526031494
0,NV041,timestamp_lstm,R Hip Sag,3.874730110168457,6.158103942871094,0.8471125364303589
0,NV041,timestamp_lstm,R Hip Fro,2.3502862453460693,2.810685873031616,0.6690343618392944
0,NV041,timestamp_lstm,R Hip Tra,4.387841701507568,5.675944805145264,0.4940471649169922
0,NV041,timestamp_lstm,R Knee Sag,7.217015266418457,9.72043228149414,0.6684379577636719
0,NV041,timestamp_lstm,R Knee Fro,4.980679035186768,6.070154190063477,0.25646501779556274
0,NV041,timestamp_lstm,R Knee Tra,5.011960983276367,6.11247444152832,-0.3604995012283325
0,NV041,timestamp_lstm,R Ankle Sag,5.362330913543701,7.524567127227783,0.11308985948562622
0,NV041,timestamp_lstm,R Ankle Fro,1.1888558864593506,1.5023518800735474,0.2870916724205017
0,NV041,timestamp_lstm,R Ankle Tra,4.440705299377441,5.6756110191345215,0.34962302446365356
0,NV036,pv_lstm,L Hip Sag,3.042412281036377,4.070716857910156,0.9312613010406494
0,NV036,pv_lstm,L Hip Fro,2.2524187564849854,2.476828098297119,0.5580209493637085
0,NV036,pv_lstm,L Hip Tra,8.023898124694824,9.06706428527832,-2.4080331325531006
0,NV036,pv_lstm,L Knee Sag,4.871875762939453,5.9929680824279785,0.8957527875900269
0,NV036,pv_lstm,L Knee Fro,3.0611660480499268,3.625166654586792,0.7840878963470459
0,NV036,pv_lstm,L Knee Tra,4.561561107635498,5.400564193725586,-0.8200910091400146
0,NV036,pv_lstm,L Ankle Sag,5.651065349578857,6.134227752685547,0.12126177549362183
0,NV036,pv_lstm,L Ankle Fro,1.498939037322998,1.5951164960861206,-10.691591262817383
0,NV036,pv_lstm,L Ankle Tra,9.971181869506836,10.3843412399292,-12.910812377929688
0,NV036,pv_lstm,R Hip Sag,3.728259563446045,5.523099422454834,0.8616855144500732
0,NV036,pv_lstm,R Hip Fro,5.3169264793396,5.667932033538818,-1.0899250507354736
0,NV036,pv_lstm,R Hip Tra,3.195643901824951,3.6355233192443848,0.5590741634368896
0,NV036,pv_lstm,R Knee Sag,5.0716071128845215,7.40891170501709,0.8473300337791443
0,NV036,pv_lstm,R Knee Fro,3.0829179286956787,4.130791187286377,0.6746586561203003
0,NV036,pv_lstm,R Knee Tra,4.844411849975586,5.946231842041016,-1.2107172012329102
0,NV036,pv_lstm,R Ankle Sag,3.1570985317230225,4.301028728485107,0.6294763684272766
0,NV036,pv_lstm,R Ankle Fro,0.8300113677978516,0.9718482494354248,-1.8664298057556152
0,NV036,pv_lstm,R Ankle Tra,3.0101685523986816,3.781033992767334,-0.17024004459381104
0,NV041,pv_lstm,L Hip Sag,4.135867118835449,5.00870418548584,0.9116340279579163
0,NV041,pv_lstm,L Hip Fro,2.3280792236328125,2.87454891204834,0.730278730392456
0,NV041,pv_lstm,L Hip Tra,7.917018413543701,9.095415115356445,0.21807080507278442
0,NV041,pv_lstm,L Knee Sag,4.388522148132324,5.422624111175537,0.9107474088668823
0,NV041,pv_lstm,L Knee Fro,3.940631866455078,5.386406898498535,0.4988614320755005
0,NV041,pv_lstm,L Knee Tra,6.16363000869751,7.59914493560791,0.1458956003189087
0,NV041,pv_lstm,L Ankle Sag,3.215367078781128,3.9757943153381348,0.8219220042228699
0,NV041,pv_lstm,L Ankle Fro,1.8937907218933105,2.3742880821228027,-2.93131947517395
0,NV041,pv_lstm,L Ankle Tra,9.13929557800293,10.914092063903809,-2.996870517730713
0,NV041,pv_lstm,R Hip Sag,4.515935897827148,6.758249759674072,0.8158607482910156
0,NV041,pv_lstm,R Hip Fro,1.881296992301941,2.3457255363464355,0.7694778442382812
0,NV041,pv_lstm,R Hip Tra,4.167327880859375,5.4971466064453125,0.525421142578125
0,NV041,pv_lstm,R Knee Sag,7.0810065269470215,9.550241470336914,0.6799466013908386
0,NV041,pv_lstm,R Knee Fro,4.279042720794678,5.394155025482178,0.41285037994384766
0,NV041,pv_lstm,R Knee Tra,5.0207200050354,5.971431732177734,-0.2984379529953003
0,NV041,pv_lstm,R Ankle Sag,4.506804943084717,6.458929538726807,0.34651196002960205
0,NV041,pv_lstm,R Ankle Fro,1.0412843227386475,1.3513622283935547,0.4231884479522705
0,NV041,pv_lstm,R Ankle Tra,4.269968032836914,5.49010705947876,0.39144259691238403
0,NV036,timestamp_cnn,L Hip Sag,2.7147157192230225,3.4058899879455566,0.9518805146217346
0,NV036,timestamp_cnn,L Hip Fro,2.0744121074676514,2.351606607437134,0.6015816926956177
0,NV036,timestamp_cnn,L Hip Tra,6.507456302642822,7.216355323791504,-1.158768892288208
0,NV036,timestamp_cnn,L Knee Sag,3.614569902420044,4.233558654785156,0.9479774236679077
0,NV036,timestamp_cnn,L Knee Fro,3.205409288406372,3.78202748298645,0.7649986147880554
0,NV036,timestamp_cnn,L Knee Tra,4.341169357299805,5.204775810241699,-0.6905146837234497
0,NV036,timestamp_cnn,L Ankle Sag,4.352426528930664,4.921267032623291,0.43442052602767944
